"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"";"AC";"BRASILÉIA";"Vereador";"15.666";"LUIZ PONTES DO NASCIMENTO";"PMDB";"Suplente";"146";"1,108"
"";"AC";"BRASILÉIA";"Vereador";"15.015";"JACKS AROLDO BATISTA PESSOA";"PMDB";"Suplente";"141";"1,070"
"";"AC";"BRASILÉIA";"Vereador";"15.555";"LAERCIO LEONARDO DOS SANTOS";"PMDB";"Suplente";"134";"1,017"
"";"AC";"BRASILÉIA";"Vereador";"15.456";"ADAUCINA SILVA DE AQUINO";"PMDB";"Suplente";"81";"0,615"
"";"AC";"BRASILÉIA";"Vereador";"15.115";"JERENIL DA SILVA MESQUITA";"PMDB";"Suplente";"64";"0,486"
"";"AC";"BRASILÉIA";"Vereador";"15.222";"ALCILETE ASSIS BATISTA DE LIMA";"PMDB";"Suplente";"61";"0,463"
"";"AC";"BRASILÉIA";"Vereador";"15.500";"JANILDA JERONIMO AMARAL";"PMDB";"Suplente";"58";"0,440"
"";"AC";"BRASILÉIA";"Vereador";"15.667";"FRANCISCO ANDROS DA SILVA E SILVA";"PMDB";"Suplente";"48";"0,364"
"";"AC";"BRASILÉIA";"Vereador";"15.789";"CLEILTON PESSOA AMARAL";"PMDB";"Suplente";"21";"0,159"
"";"AC";"BRASILÉIA";"Vereador";"15.777";"MARIA ALDA SOARES PACHECO";"PMDB";"Suplente";"19";"0,144"
"";"AC";"BRASILÉIA";"Vereador";"15.444";"VALQUIRIA RODRIGUES GABRIEL";"PMDB";"Suplente";"18";"0,137"
"";"AC";"BRASILÉIA";"Vereador";"15.112";"JOSE MILITAO DE BRITO";"PMDB";"Suplente";"11";"0,084"
"";"AC";"BRASILÉIA";"Vereador";"15.333";"JOSILDA LOPES DA SILVA";"PMDB";"Suplente";"11";"0,084"
"";"AC";"BRASILÉIA";"Vereador";"55.567";"VALDECIR BERKEMBROK";"PSD";"Não eleito";"177";"1,344"
"";"AC";"BRASILÉIA";"Vereador";"55.333";"CLECIO ADNILO AUGUSTO GADELHA";"PSD";"Não eleito";"161";"1,222"
"";"AC";"BRASILÉIA";"Vereador";"55.555";"RILSOMAR NUNES GOMES";"PSD";"Não eleito";"131";"0,995"
"";"AC";"BRASILÉIA";"Vereador";"55.123";"RAIMUNDO NONATO ROCHA DIAS";"PSD";"Não eleito";"100";"0,759"
"";"AC";"BRASILÉIA";"Vereador";"55.130";"JOSE MENDES NUNES DA SILVA";"PSD";"Não eleito";"40";"0,304"
"";"AC";"BRASILÉIA";"Vereador";"55.510";"SEBASTIÃO FERREIRA MOREIRA";"PSD";"Não eleito";"37";"0,281"
"";"AC";"BRASILÉIA";"Vereador";"55.111";"ELIÉSIO PEREIRA DA SILVA";"PSD";"Não eleito";"36";"0,273"
"";"AC";"BRASILÉIA";"Vereador";"55.100";"PAULA FERNANDA ALCANTARA DA SILVA";"PSD";"Não eleito";"33";"0,251"
"";"AC";"BRASILÉIA";"Vereador";"55.550";"VALMIR RIBEIRO DOS SANTOS";"PSD";"Não eleito";"30";"0,228"
"";"AC";"BRASILÉIA";"Vereador";"55.678";"FRANCISCO FIRMESA DA SILVA";"PSD";"Não eleito";"27";"0,205"
"";"AC";"BRASILÉIA";"Vereador";"23.000";"FLAVIO MONTEIRO DA ROCHA";"PPS";"Não eleito";"22";"0,167"
"";"AC";"BRASILÉIA";"Vereador";"55.190";"MARIA COIMBRA DE SOUZA";"PSD";"Não eleito";"17";"0,129"
"";"AC";"BRASILÉIA";"Vereador";"70.000";"ANTONIO OLIVEIRA DA SILVA";"PT do B";"Não eleito";"15";"0,114"
"";"AC";"BRASILÉIA";"Vereador";"55.000";"FRANCISCO DE ASSIS DANTAS CASTRO";"PSD";"Não eleito";"15";"0,114"
"";"AC";"BRASILÉIA";"Vereador";"55.500";"ROSILENE NONATO MONTEIRO";"PSD";"Não eleito";"13";"0,099"
"";"AC";"BRASILÉIA";"Vereador";"55.155";"FRANCISCA OTILIA DE SOUZA SANTOS";"PSD";"Não eleito";"7";"0,053"
"";"AC";"BRASILÉIA";"Vereador";"55.560";"DANIEL DE SOUZA FERREIRA";"PSD";"Não eleito";"2";"0,015"
"";"AC";"BRASILÉIA";"Vereador";"55.332";"CLAUDIA ANTONIA GOMES DE OLIVEIRA";"PSD";"Não eleito";"0";"0,000"
"";"AC";"BRASILÉIA";"Vereador";"33.333";"GESILDA NERY DE MOURA";"PMN";"Não eleito";"0";"0,000"
"";"AC";"BRASILÉIA";"Vereador";"11.234";"JOELSO DOS SANTOS PONTES";"PP";"Eleito por QP";"413";"3,135"
"";"AC";"BRASILÉIA";"Vereador";"45.111";"MARCOS TIBURCIO DOS SANTOS";"PSDB";"Eleito por média";"258";"1,959"
